X,Y,Z,Resistivity,Easting,Northing,Profile
42.5,0.0,0.0,142.05,464881.5333333333,5754485.75,1
43.5,0.0,0.0,141.84,464881.24,5754484.85,1
44.5,0.0,0.0,141.57,464880.94666666666,5754483.95,1
45.5,0.0,0.0,125.41,464880.6533333333,5754483.05,1
46.5,0.0,0.0,125.79,464880.36,5754482.15,1
47.5,0.0,0.0,119.35,464880.06666666665,5754481.25,1
48.5,0.0,0.0,128.74,464879.7733333333,5754480.35,1
49.5,0.0,0.0,120.08,464879.48,5754479.45,1
50.5,0.0,0.0,123.58,464879.18666666665,5754478.55,1
51.5,0.0,0.0,123.61,464878.8933333333,5754477.65,1
52.5,0.0,0.0,126.29,464878.6,5754476.75,1
53.5,0.0,0.0,124.49,464878.30666666664,5754475.85,1
54.5,0.0,0.0,124.06,464878.0133333333,5754474.95,1
55.5,0.0,0.0,210.01,464877.72,5754474.05,1
56.5,0.0,0.0,191.82,464877.4266666667,5754473.15,1
57.5,0.0,0.0,227.25,464877.13333333336,5754472.25,1
58.5,0.0,0.0,222.55,464876.84,5754471.35,1
59.5,0.0,0.0,351.1,464876.5466666667,5754470.45,1
60.5,0.0,0.0,306.58,464876.25333333336,5754469.55,1
61.5,0.0,0.0,484.28,464875.96,5754468.65,1
62.5,0.0,0.0,452.61,464875.6666666667,5754467.75,1
63.5,0.0,0.0,656.87,464875.37333333335,5754466.85,1
64.5,0.0,0.0,666.6,464875.08,5754465.95,1
65.5,0.0,0.0,714.66,464874.7866666667,5754465.05,1
66.5,0.0,0.0,737.32,464874.49333333335,5754464.15,1
67.5,0.0,0.0,736.45,464874.2,5754463.25,1
68.5,0.0,0.0,780.95,464873.9066666667,5754462.35,1
69.5,0.0,0.0,739.54,464873.61333333334,5754461.45,1
70.5,0.0,0.0,880.21,464873.32,5754460.55,1
71.5,0.0,0.0,781.09,464873.0266666667,5754459.65,1
72.5,0.0,0.0,889.87,464872.73333333334,5754458.75,1
73.5,0.0,0.0,890.61,464872.44,5754457.85,1
74.5,0.0,0.0,1040.6,464872.14666666667,5754456.95,1
75.5,0.0,0.0,1053.1,464871.85333333333,5754456.05,1
76.5,0.0,0.0,1242.0,464871.56,5754455.15,1
77.5,0.0,0.0,1421.8,464871.26666666666,5754454.25,1
78.5,0.0,0.0,1378.9,464870.9733333333,5754453.35,1
79.5,0.0,0.0,1377.4,464870.68,5754452.45,1
80.5,0.0,0.0,1272.0,464870.38666666666,5754451.55,1
81.5,0.0,0.0,1393.8,464870.0933333333,5754450.65,1
82.5,0.0,0.0,1318.6,464869.8,5754449.75,1
83.5,0.0,0.0,1318.0,464869.50666666665,5754448.85,1
84.5,0.0,0.0,989.01,464869.2133333333,5754447.95,1
85.5,0.0,0.0,1528.1,464868.92,5754447.05,1
2.5,0.0,-0.094,642.89,464893.26666666666,5754521.75,1
3.5,0.0,-0.094,660.62,464892.9733333333,5754520.85,1
4.5,0.0,-0.094,893.75,464892.68,5754519.95,1
5.5,0.0,-0.094,895.71,464892.38666666666,5754519.05,1
6.5,0.0,-0.094,1006.6,464892.0933333333,5754518.15,1
7.5,0.0,-0.094,1338.2,464891.8,5754517.25,1
8.5,0.0,-0.094,911.76,464891.50666666665,5754516.35,1
9.5,0.0,-0.094,1554.8,464891.2133333333,5754515.45,1
10.5,0.0,-0.094,1312.1,464890.92,5754514.55,1
11.5,0.0,-0.094,1311.4,464890.62666666665,5754513.65,1
12.5,0.0,-0.094,1365.1,464890.3333333333,5754512.75,1
13.5,0.0,-0.094,1329.5,464890.04,5754511.85,1
14.5,0.0,-0.094,1661.9,464889.74666666664,5754510.95,1
15.5,0.0,-0.094,1299.3,464889.4533333333,5754510.05,1
16.5,0.0,-0.094,1627.1,464889.16,5754509.15,1
17.5,0.0,-0.094,1618.5,464888.86666666664,5754508.25,1
18.5,0.0,-0.094,1468.2,464888.5733333333,5754507.35,1
19.5,0.0,-0.094,1465.3,464888.28,5754506.45,1
20.5,0.0,-0.094,1193.5,464887.9866666667,5754505.55,1
21.5,0.0,-0.094,1323.9,464887.69333333336,5754504.65,1
22.5,0.0,-0.094,834.47,464887.4,5754503.75,1
23.5,0.0,-0.094,859.78,464887.1066666667,5754502.85,1
24.5,0.0,-0.094,678.53,464886.81333333335,5754501.95,1
25.5,0.0,-0.094,1071.0,464886.52,5754501.05,1
26.5,0.0,-0.094,865.07,464886.2266666667,5754500.15,1
27.5,0.0,-0.094,385.42,464885.93333333335,5754499.25,1
28.5,0.0,-0.094,402.83,464885.64,5754498.35,1
29.5,0.0,-0.094,317.92,464885.3466666667,5754497.45,1
30.5,0.0,-0.094,389.91,464885.05333333334,5754496.55,1
31.5,0.0,-0.094,151.09,464884.76,5754495.65,1
32.5,0.0,-0.094,153.36,464884.4666666667,5754494.75,1
33.5,0.0,-0.094,141.71,464884.17333333334,5754493.85,1
34.5,0.0,-0.094,150.07,464883.88,5754492.95,1
35.5,0.0,-0.094,74.285,464883.58666666667,5754492.05,1
36.5,0.0,-0.094,68.784,464883.29333333333,5754491.15,1
37.5,0.0,-0.094,98.306,464883.0,5754490.25,1
38.5,0.0,-0.094,96.963,464882.70666666667,5754489.35,1
39.5,0.0,-0.094,93.355,464882.41333333333,5754488.45,1
40.5,0.0,-0.094,90.926,464882.12,5754487.55,1
41.5,0.0,-0.094,186.09,464881.82666666666,5754486.65,1
42.5,0.0,-0.094,142.05,464881.5333333333,5754485.75,1
43.5,0.0,-0.094,141.84,464881.24,5754484.85,1
44.5,0.0,-0.094,141.57,464880.94666666666,5754483.95,1
45.5,0.0,-0.094,125.41,464880.6533333333,5754483.05,1
46.5,0.0,-0.094,125.79,464880.36,5754482.15,1
47.5,0.0,-0.094,119.35,464880.06666666665,5754481.25,1
48.5,0.0,-0.094,128.74,464879.7733333333,5754480.35,1
49.5,0.0,-0.094,120.08,464879.48,5754479.45,1
50.5,0.0,-0.094,123.58,464879.18666666665,5754478.55,1
51.5,0.0,-0.094,123.61,464878.8933333333,5754477.65,1
52.5,0.0,-0.094,126.29,464878.6,5754476.75,1
53.5,0.0,-0.094,124.49,464878.30666666664,5754475.85,1
54.5,0.0,-0.094,124.06,464878.0133333333,5754474.95,1
55.5,0.0,-0.094,210.01,464877.72,5754474.05,1
56.5,0.0,-0.094,191.82,464877.4266666667,5754473.15,1
57.5,0.0,-0.094,227.25,464877.13333333336,5754472.25,1
58.5,0.0,-0.094,222.55,464876.84,5754471.35,1
59.5,0.0,-0.094,351.1,464876.5466666667,5754470.45,1
60.5,0.0,-0.094,306.58,464876.25333333336,5754469.55,1
61.5,0.0,-0.094,484.28,464875.96,5754468.65,1
62.5,0.0,-0.094,452.61,464875.6666666667,5754467.75,1
63.5,0.0,-0.094,656.87,464875.37333333335,5754466.85,1
64.5,0.0,-0.094,666.6,464875.08,5754465.95,1
65.5,0.0,-0.094,714.66,464874.7866666667,5754465.05,1
66.5,0.0,-0.094,737.32,464874.49333333335,5754464.15,1
67.5,0.0,-0.094,736.45,464874.2,5754463.25,1
68.5,0.0,-0.094,780.95,464873.9066666667,5754462.35,1
69.5,0.0,-0.094,739.54,464873.61333333334,5754461.45,1
70.5,0.0,-0.094,880.21,464873.32,5754460.55,1
71.5,0.0,-0.094,781.09,464873.0266666667,5754459.65,1
72.5,0.0,-0.094,889.87,464872.73333333334,5754458.75,1
73.5,0.0,-0.094,890.61,464872.44,5754457.85,1
74.5,0.0,-0.094,1040.6,464872.14666666667,5754456.95,1
75.5,0.0,-0.094,1053.1,464871.85333333333,5754456.05,1
76.5,0.0,-0.094,1242.0,464871.56,5754455.15,1
77.5,0.0,-0.094,1421.8,464871.26666666666,5754454.25,1
78.5,0.0,-0.094,1378.9,464870.9733333333,5754453.35,1
79.5,0.0,-0.094,1377.4,464870.68,5754452.45,1
80.5,0.0,-0.094,1272.0,464870.38666666666,5754451.55,1
81.5,0.0,-0.094,1393.8,464870.0933333333,5754450.65,1
82.5,0.0,-0.094,1318.6,464869.8,5754449.75,1
83.5,0.0,-0.094,1318.0,464869.50666666665,5754448.85,1
84.5,0.0,-0.094,989.01,464869.2133333333,5754447.95,1
85.5,0.0,-0.094,1528.1,464868.92,5754447.05,1
2.5,0.0,-0.188,642.89,464893.26666666666,5754521.75,1
3.5,0.0,-0.188,660.62,464892.9733333333,5754520.85,1
4.5,0.0,-0.188,893.75,464892.68,5754519.95,1
5.5,0.0,-0.188,895.71,464892.38666666666,5754519.05,1
6.5,0.0,-0.188,1006.6,464892.0933333333,5754518.15,1
7.5,0.0,-0.188,1338.2,464891.8,5754517.25,1
8.5,0.0,-0.188,911.76,464891.50666666665,5754516.35,1
9.5,0.0,-0.188,1554.8,464891.2133333333,5754515.45,1
10.5,0.0,-0.188,1312.1,464890.92,5754514.55,1
11.5,0.0,-0.188,1311.4,464890.62666666665,5754513.65,1
12.5,0.0,-0.188,1365.1,464890.3333333333,5754512.75,1
13.5,0.0,-0.188,1329.5,464890.04,5754511.85,1
14.5,0.0,-0.188,1661.9,464889.74666666664,5754510.95,1
15.5,0.0,-0.188,1299.3,464889.4533333333,5754510.05,1
16.5,0.0,-0.188,1627.1,464889.16,5754509.15,1
17.5,0.0,-0.188,1618.5,464888.86666666664,5754508.25,1
18.5,0.0,-0.188,1468.2,464888.5733333333,5754507.35,1
19.5,0.0,-0.188,1465.3,464888.28,5754506.45,1
20.5,0.0,-0.188,1193.5,464887.9866666667,5754505.55,1
21.5,0.0,-0.188,1323.9,464887.69333333336,5754504.65,1
22.5,0.0,-0.188,834.47,464887.4,5754503.75,1
23.5,0.0,-0.188,859.78,464887.1066666667,5754502.85,1
24.5,0.0,-0.188,678.53,464886.81333333335,5754501.95,1
25.5,0.0,-0.188,1071.0,464886.52,5754501.05,1
26.5,0.0,-0.188,865.07,464886.2266666667,5754500.15,1
27.5,0.0,-0.188,385.42,464885.93333333335,5754499.25,1
28.5,0.0,-0.188,402.83,464885.64,5754498.35,1
29.5,0.0,-0.188,317.92,464885.3466666667,5754497.45,1
30.5,0.0,-0.188,389.91,464885.05333333334,5754496.55,1
31.5,0.0,-0.188,151.09,464884.76,5754495.65,1
32.5,0.0,-0.188,153.36,464884.4666666667,5754494.75,1
33.5,0.0,-0.188,141.71,464884.17333333334,5754493.85,1
34.5,0.0,-0.188,150.07,464883.88,5754492.95,1
35.5,0.0,-0.188,74.285,464883.58666666667,5754492.05,1
36.5,0.0,-0.188,68.784,464883.29333333333,5754491.15,1
37.5,0.0,-0.188,98.306,464883.0,5754490.25,1
38.5,0.0,-0.188,96.963,464882.70666666667,5754489.35,1
39.5,0.0,-0.188,93.355,464882.41333333333,5754488.45,1
40.5,0.0,-0.188,90.926,464882.12,5754487.55,1
41.5,0.0,-0.188,186.09,464881.82666666666,5754486.65,1
42.5,0.0,-0.188,142.05,464881.5333333333,5754485.75,1
43.5,0.0,-0.188,141.84,464881.24,5754484.85,1
44.5,0.0,-0.188,141.57,464880.94666666666,5754483.95,1
45.5,0.0,-0.188,125.41,464880.6533333333,5754483.05,1
46.5,0.0,-0.188,125.79,464880.36,5754482.15,1
47.5,0.0,-0.188,119.35,464880.06666666665,5754481.25,1
48.5,0.0,-0.188,128.74,464879.7733333333,5754480.35,1
49.5,0.0,-0.188,120.08,464879.48,5754479.45,1
50.5,0.0,-0.188,123.58,464879.18666666665,5754478.55,1
51.5,0.0,-0.188,123.61,464878.8933333333,5754477.65,1
52.5,0.0,-0.188,126.29,464878.6,5754476.75,1
53.5,0.0,-0.188,124.49,464878.30666666664,5754475.85,1
54.5,0.0,-0.188,124.06,464878.0133333333,5754474.95,1
55.5,0.0,-0.188,210.01,464877.72,5754474.05,1
56.5,0.0,-0.188,191.82,464877.4266666667,5754473.15,1
57.5,0.0,-0.188,227.25,464877.13333333336,5754472.25,1
58.5,0.0,-0.188,222.55,464876.84,5754471.35,1
59.5,0.0,-0.188,351.1,464876.5466666667,5754470.45,1
60.5,0.0,-0.188,306.58,464876.25333333336,5754469.55,1
61.5,0.0,-0.188,484.28,464875.96,5754468.65,1
62.5,0.0,-0.188,452.61,464875.6666666667,5754467.75,1
63.5,0.0,-0.188,656.87,464875.37333333335,5754466.85,1
64.5,0.0,-0.188,666.6,464875.08,5754465.95,1
65.5,0.0,-0.188,714.66,464874.7866666667,5754465.05,1
66.5,0.0,-0.188,737.32,464874.49333333335,5754464.15,1
67.5,0.0,-0.188,736.45,464874.2,5754463.25,1
68.5,0.0,-0.188,780.95,464873.9066666667,5754462.35,1
69.5,0.0,-0.188,739.54,464873.61333333334,5754461.45,1
70.5,0.0,-0.188,880.21,464873.32,5754460.55,1
71.5,0.0,-0.188,781.09,464873.0266666667,5754459.65,1
72.5,0.0,-0.188,889.87,464872.73333333334,5754458.75,1
73.5,0.0,-0.188,890.61,464872.44,5754457.85,1
74.5,0.0,-0.188,1040.6,464872.14666666667,5754456.95,1
75.5,0.0,-0.188,1053.1,464871.85333333333,5754456.05,1
76.5,0.0,-0.188,1242.0,464871.56,5754455.15,1
77.5,0.0,-0.188,1421.8,464871.26666666666,5754454.25,1
78.5,0.0,-0.188,1378.9,464870.9733333333,5754453.35,1
79.5,0.0,-0.188,1377.4,464870.68,5754452.45,1
80.5,0.0,-0.188,1272.0,464870.38666666666,5754451.55,1
81.5,0.0,-0.188,1393.8,464870.0933333333,5754450.65,1
82.5,0.0,-0.188,1318.6,464869.8,5754449.75,1
83.5,0.0,-0.188,1318.0,464869.50666666665,5754448.85,1
84.5,0.0,-0.188,989.01,464869.2133333333,5754447.95,1
85.5,0.0,-0.188,1528.1,464868.92,5754447.05,1
2.5,0.0,-0.581,614.9,464893.26666666666,5754521.75,1
3.5,0.0,-0.581,660.89,464892.9733333333,5754520.85,1
4.5,0.0,-0.581,894.02,464892.68,5754519.95,1
5.5,0.0,-0.581,895.89,464892.38666666666,5754519.05,1
6.5,0.0,-0.581,1006.5,464892.0933333333,5754518.15,1
7.5,0.0,-0.581,1324.1,464891.8,5754517.25,1
8.5,0.0,-0.581,928.99,464891.50666666665,5754516.35,1
9.5,0.0,-0.581,1555.8,464891.2133333333,5754515.45,1
10.5,0.0,-0.581,1318.3,464890.92,5754514.55,1
11.5,0.0,-0.581,1315.4,464890.62666666665,5754513.65,1
12.5,0.0,-0.581,1368.1,464890.3333333333,5754512.75,1
13.5,0.0,-0.581,1356.3,464890.04,5754511.85,1
14.5,0.0,-0.581,1661.0,464889.74666666664,5754510.95,1
15.5,0.0,-0.581,1299.8,464889.4533333333,5754510.05,1
16.5,0.0,-0.581,1616.4,464889.16,5754509.15,1
17.5,0.0,-0.581,1607.4,464888.86666666664,5754508.25,1
18.5,0.0,-0.581,1468.5,464888.5733333333,5754507.35,1
19.5,0.0,-0.581,1465.5,464888.28,5754506.45,1
20.5,0.0,-0.581,1186.0,464887.9866666667,5754505.55,1
21.5,0.0,-0.581,1296.1,464887.69333333336,5754504.65,1
22.5,0.0,-0.581,866.83,464887.4,5754503.75,1
23.5,0.0,-0.581,867.92,464887.1066666667,5754502.85,1
24.5,0.0,-0.581,678.59,464886.81333333335,5754501.95,1
25.5,0.0,-0.581,1071.9,464886.52,5754501.05,1
26.5,0.0,-0.581,917.65,464886.2266666667,5754500.15,1
27.5,0.0,-0.581,386.68,464885.93333333335,5754499.25,1
28.5,0.0,-0.581,402.93,464885.64,5754498.35,1
29.5,0.0,-0.581,336.13,464885.3466666667,5754497.45,1
30.5,0.0,-0.581,372.44,464885.05333333334,5754496.55,1
31.5,0.0,-0.581,149.48,464884.76,5754495.65,1
32.5,0.0,-0.581,153.53,464884.4666666667,5754494.75,1
33.5,0.0,-0.581,141.99,464884.17333333334,5754493.85,1
34.5,0.0,-0.581,143.43,464883.88,5754492.95,1
35.5,0.0,-0.581,68.578,464883.58666666667,5754492.05,1
36.5,0.0,-0.581,68.811,464883.29333333333,5754491.15,1
37.5,0.0,-0.581,98.399,464883.0,5754490.25,1
38.5,0.0,-0.581,96.865,464882.70666666667,5754489.35,1
39.5,0.0,-0.581,93.313,464882.41333333333,5754488.45,1
40.5,0.0,-0.581,90.93,464882.12,5754487.55,1
41.5,0.0,-0.581,186.0,464881.82666666666,5754486.65,1
42.5,0.0,-0.581,146.48,464881.5333333333,5754485.75,1
43.5,0.0,-0.581,143.09,464881.24,5754484.85,1
44.5,0.0,-0.581,141.69,464880.94666666666,5754483.95,1
45.5,0.0,-0.581,125.46,464880.6533333333,5754483.05,1
46.5,0.0,-0.581,125.87,464880.36,5754482.15,1
47.5,0.0,-0.581,120.42,464880.06666666665,5754481.25,1
48.5,0.0,-0.581,128.49,464879.7733333333,5754480.35,1
49.5,0.0,-0.581,120.06,464879.48,5754479.45,1
50.5,0.0,-0.581,123.49,464879.18666666665,5754478.55,1
51.5,0.0,-0.581,123.57,464878.8933333333,5754477.65,1
52.5,0.0,-0.581,126.35,464878.6,5754476.75,1
53.5,0.0,-0.581,124.49,464878.30666666664,5754475.85,1
54.5,0.0,-0.581,123.06,464878.0133333333,5754474.95,1
55.5,0.0,-0.581,208.45,464877.72,5754474.05,1
56.5,0.0,-0.581,192.07,464877.4266666667,5754473.15,1
57.5,0.0,-0.581,227.3,464877.13333333336,5754472.25,1
58.5,0.0,-0.581,222.5,464876.84,5754471.35,1
59.5,0.0,-0.581,350.11,464876.5466666667,5754470.45,1
60.5,0.0,-0.581,308.18,464876.25333333336,5754469.55,1
61.5,0.0,-0.581,484.26,464875.96,5754468.65,1
62.5,0.0,-0.581,454.2,464875.6666666667,5754467.75,1
63.5,0.0,-0.581,657.45,464875.37333333335,5754466.85,1
64.5,0.0,-0.581,666.54,464875.08,5754465.95,1
65.5,0.0,-0.581,714.67,464874.7866666667,5754465.05,1
66.5,0.0,-0.581,740.66,464874.49333333335,5754464.15,1
67.5,0.0,-0.581,737.47,464874.2,5754463.25,1
68.5,0.0,-0.581,781.54,464873.9066666667,5754462.35,1
69.5,0.0,-0.581,744.92,464873.61333333334,5754461.45,1
70.5,0.0,-0.581,877.5,464873.32,5754460.55,1
71.5,0.0,-0.581,780.04,464873.0266666667,5754459.65,1
72.5,0.0,-0.581,889.21,464872.73333333334,5754458.75,1
73.5,0.0,-0.581,890.71,464872.44,5754457.85,1
74.5,0.0,-0.581,1033.7,464872.14666666667,5754456.95,1
75.5,0.0,-0.581,1047.0,464871.85333333333,5754456.05,1
76.5,0.0,-0.581,1242.1,464871.56,5754455.15,1
77.5,0.0,-0.581,1422.2,464871.26666666666,5754454.25,1
78.5,0.0,-0.581,1378.6,464870.9733333333,5754453.35,1
79.5,0.0,-0.581,1375.4,464870.68,5754452.45,1
80.5,0.0,-0.581,1272.7,464870.38666666666,5754451.55,1
81.5,0.0,-0.581,1393.9,464870.0933333333,5754450.65,1
82.5,0.0,-0.581,1319.1,464869.8,5754449.75,1
83.5,0.0,-0.581,1317.9,464869.50666666665,5754448.85,1
84.5,0.0,-0.581,989.05,464869.2133333333,5754447.95,1
85.5,0.0,-0.581,1528.4,464868.92,5754447.05,1
2.5,0.0,-1.014,614.44,464893.26666666666,5754521.75,1
3.5,0.0,-1.014,672.29,464892.9733333333,5754520.85,1
4.5,0.0,-1.014,918.16,464892.68,5754519.95,1
5.5,0.0,-1.014,939.27,464892.38666666666,5754519.05,1
6.5,0.0,-1.014,1011.1,464892.0933333333,5754518.15,1
7.5,0.0,-1.014,1316.8,464891.8,5754517.25,1
8.5,0.0,-1.014,1180.5,464891.50666666665,5754516.35,1
9.5,0.0,-1.014,1578.7,464891.2133333333,5754515.45,1
10.5,0.0,-1.014,1492.4,464890.92,5754514.55,1
11.5,0.0,-1.014,1489.9,464890.62666666665,5754513.65,1
12.5,0.0,-1.014,1590.4,464890.3333333333,5754512.75,1
13.5,0.0,-1.014,1599.6,464890.04,5754511.85,1
14.5,0.0,-1.014,1658.4,464889.74666666664,5754510.95,1
15.5,0.0,-1.014,1303.8,464889.4533333333,5754510.05,1
16.5,0.0,-1.014,1604.3,464889.16,5754509.15,1
17.5,0.0,-1.014,1603.5,464888.86666666664,5754508.25,1
18.5,0.0,-1.014,1486.6,464888.5733333333,5754507.35,1
19.5,0.0,-1.014,1484.2,464888.28,5754506.45,1
20.5,0.0,-1.014,1186.8,464887.9866666667,5754505.55,1
21.5,0.0,-1.014,1296.4,464887.69333333336,5754504.65,1
22.5,0.0,-1.014,1332.2,464887.4,5754503.75,1
23.5,0.0,-1.014,1330.0,464887.1066666667,5754502.85,1
24.5,0.0,-1.014,682.08,464886.81333333335,5754501.95,1
25.5,0.0,-1.014,1104.8,464886.52,5754501.05,1
26.5,0.0,-1.014,1127.7,464886.2266666667,5754500.15,1
27.5,0.0,-1.014,512.39,464885.93333333335,5754499.25,1
28.5,0.0,-1.014,517.5,464885.64,5754498.35,1
29.5,0.0,-1.014,558.75,464885.3466666667,5754497.45,1
30.5,0.0,-1.014,363.11,464885.05333333334,5754496.55,1
31.5,0.0,-1.014,140.7,464884.76,5754495.65,1
32.5,0.0,-1.014,154.61,464884.4666666667,5754494.75,1
33.5,0.0,-1.014,143.58,464884.17333333334,5754493.85,1
34.5,0.0,-1.014,136.59,464883.88,5754492.95,1
35.5,0.0,-1.014,63.945,464883.58666666667,5754492.05,1
36.5,0.0,-1.014,68.962,464883.29333333333,5754491.15,1
37.5,0.0,-1.014,98.805,464883.0,5754490.25,1
38.5,0.0,-1.014,96.697,464882.70666666667,5754489.35,1
39.5,0.0,-1.014,93.296,464882.41333333333,5754488.45,1
40.5,0.0,-1.014,90.913,464882.12,5754487.55,1
41.5,0.0,-1.014,184.6,464881.82666666666,5754486.65,1
42.5,0.0,-1.014,168.42,464881.5333333333,5754485.75,1
43.5,0.0,-1.014,157.5,464881.24,5754484.85,1
44.5,0.0,-1.014,143.05,464880.94666666666,5754483.95,1
45.5,0.0,-1.014,126.25,464880.6533333333,5754483.05,1
46.5,0.0,-1.014,127.67,464880.36,5754482.15,1
47.5,0.0,-1.014,127.45,464880.06666666665,5754481.25,1
48.5,0.0,-1.014,128.27,464879.7733333333,5754480.35,1
49.5,0.0,-1.014,120.08,464879.48,5754479.45,1
50.5,0.0,-1.014,123.42,464879.18666666665,5754478.55,1
51.5,0.0,-1.014,123.58,464878.8933333333,5754477.65,1
52.5,0.0,-1.014,127.6,464878.6,5754476.75,1
53.5,0.0,-1.014,125.5,464878.30666666664,5754475.85,1
54.5,0.0,-1.014,121.97,464878.0133333333,5754474.95,1
55.5,0.0,-1.014,205.19,464877.72,5754474.05,1
56.5,0.0,-1.014,197.53,464877.4266666667,5754473.15,1
57.5,0.0,-1.014,227.57,464877.13333333336,5754472.25,1
58.5,0.0,-1.014,222.5,464876.84,5754471.35,1
59.5,0.0,-1.014,349.83,464876.5466666667,5754470.45,1
60.5,0.0,-1.014,355.97,464876.25333333336,5754469.55,1
61.5,0.0,-1.014,486.83,464875.96,5754468.65,1
62.5,0.0,-1.014,486.32,464875.6666666667,5754467.75,1
63.5,0.0,-1.014,670.42,464875.37333333335,5754466.85,1
64.5,0.0,-1.014,672.05,464875.08,5754465.95,1
65.5,0.0,-1.014,720.61,464874.7866666667,5754465.05,1
66.5,0.0,-1.014,795.38,464874.49333333335,5754464.15,1
67.5,0.0,-1.014,793.37,464874.2,5754463.25,1
68.5,0.0,-1.014,821.78,464873.9066666667,5754462.35,1
69.5,0.0,-1.014,828.51,464873.61333333334,5754461.45,1
70.5,0.0,-1.014,874.47,464873.32,5754460.55,1
71.5,0.0,-1.014,773.68,464873.0266666667,5754459.65,1
72.5,0.0,-1.014,883.24,464872.73333333334,5754458.75,1
73.5,0.0,-1.014,891.29,464872.44,5754457.85,1
74.5,0.0,-1.014,981.98,464872.14666666667,5754456.95,1
75.5,0.0,-1.014,1006.4,464871.85333333333,5754456.05,1
76.5,0.0,-1.014,1242.7,464871.56,5754455.15,1
77.5,0.0,-1.014,1423.8,464871.26666666666,5754454.25,1
78.5,0.0,-1.014,1378.3,464870.9733333333,5754453.35,1
79.5,0.0,-1.014,1371.4,464870.68,5754452.45,1
80.5,0.0,-1.014,1292.2,464870.38666666666,5754451.55,1
81.5,0.0,-1.014,1394.8,464870.0933333333,5754450.65,1
82.5,0.0,-1.014,1325.6,464869.8,5754449.75,1
83.5,0.0,-1.014,1318.2,464869.50666666665,5754448.85,1
84.5,0.0,-1.014,989.16,464869.2133333333,5754447.95,1
85.5,0.0,-1.014,1536.3,464868.92,5754447.05,1
3.5,0.0,-1.491,737.61,464892.9733333333,5754520.85,1
4.5,0.0,-1.491,1915.5,464892.68,5754519.95,1
5.5,0.0,-1.491,1892.9,464892.38666666666,5754519.05,1
6.5,0.0,-1.491,1485.1,464892.0933333333,5754518.15,1
7.5,0.0,-1.491,1344.5,464891.8,5754517.25,1
8.5,0.0,-1.491,1330.4,464891.50666666665,5754516.35,1
9.5,0.0,-1.491,1660.8,464891.2133333333,5754515.45,1
10.5,0.0,-1.491,1667.8,464890.92,5754514.55,1
11.5,0.0,-1.491,1687.4,464890.62666666665,5754513.65,1
12.5,0.0,-1.491,2002.9,464890.3333333333,5754512.75,1
13.5,0.0,-1.491,2013.1,464890.04,5754511.85,1
14.5,0.0,-1.491,1865.4,464889.74666666664,5754510.95,1
15.5,0.0,-1.491,1363.9,464889.4533333333,5754510.05,1
16.5,0.0,-1.491,1613.5,464889.16,5754509.15,1
17.5,0.0,-1.491,1610.7,464888.86666666664,5754508.25,1
18.5,0.0,-1.491,1687.2,464888.5733333333,5754507.35,1
19.5,0.0,-1.491,1713.5,464888.28,5754506.45,1
20.5,0.0,-1.491,1235.9,464887.9866666667,5754505.55,1
21.5,0.0,-1.491,1333.6,464887.69333333336,5754504.65,1
22.5,0.0,-1.491,2119.3999,464887.4,5754503.75,1
23.5,0.0,-1.491,2093.7,464887.1066666667,5754502.85,1
24.5,0.0,-1.491,707.88,464886.81333333335,5754501.95,1
25.5,0.0,-1.491,1133.8,464886.52,5754501.05,1
26.5,0.0,-1.491,1155.9,464886.2266666667,5754500.15,1
27.5,0.0,-1.491,619.82,464885.93333333335,5754499.25,1
28.5,0.0,-1.491,798.57,464885.64,5754498.35,1
29.5,0.0,-1.491,844.23,464885.3466666667,5754497.45,1
30.5,0.0,-1.491,360.54,464885.05333333334,5754496.55,1
31.5,0.0,-1.491,140.5,464884.76,5754495.65,1
32.5,0.0,-1.491,154.89,464884.4666666667,5754494.75,1
33.5,0.0,-1.491,147.78,464884.17333333334,5754493.85,1
34.5,0.0,-1.491,136.57,464883.88,5754492.95,1
35.5,0.0,-1.491,63.734,464883.58666666667,5754492.05,1
36.5,0.0,-1.491,71.223,464883.29333333333,5754491.15,1
37.5,0.0,-1.491,112.95,464883.0,5754490.25,1
38.5,0.0,-1.491,106.67,464882.70666666667,5754489.35,1
39.5,0.0,-1.491,93.182,464882.41333333333,5754488.45,1
40.5,0.0,-1.491,90.848,464882.12,5754487.55,1
41.5,0.0,-1.491,181.47,464881.82666666666,5754486.65,1
42.5,0.0,-1.491,169.83,464881.5333333333,5754485.75,1
43.5,0.0,-1.491,165.58,464881.24,5754484.85,1
44.5,0.0,-1.491,144.8,464880.94666666666,5754483.95,1
45.5,0.0,-1.491,131.03,464880.6533333333,5754483.05,1
46.5,0.0,-1.491,134.5,464880.36,5754482.15,1
47.5,0.0,-1.491,134.47,464880.06666666665,5754481.25,1
48.5,0.0,-1.491,128.46,464879.7733333333,5754480.35,1
49.5,0.0,-1.491,120.18,464879.48,5754479.45,1
50.5,0.0,-1.491,123.8,464879.18666666665,5754478.55,1
51.5,0.0,-1.491,129.13,464878.8933333333,5754477.65,1
52.5,0.0,-1.491,190.46,464878.6,5754476.75,1
53.5,0.0,-1.491,179.12,464878.30666666664,5754475.85,1
54.5,0.0,-1.491,121.85,464878.0133333333,5754474.95,1
55.5,0.0,-1.491,205.01,464877.72,5754474.05,1
