sondeo,survey,profile_number,order,line_id,point_index,lat,lon,elev_m,TMI_nT,gradient_nT_per_m
1,Survey1,55,4,S1_P55_O4,25,51.7631446,14.3368582,78.0,24690.59,-9999.99
1,Survey1,55,4,S1_P55_O4,26,51.7631521,14.3368575,78.0,24781.07,-9999.99
1,Survey1,55,4,S1_P55_O4,27,51.7631596,14.3368568,79.0,24759.25,-9999.99
1,Survey1,55,4,S1_P55_O4,28,51.7631582,14.336858,79.0,24776.35,-9999.99
1,Survey1,55,4,S1_P55_O4,29,51.7631569,14.3368592,76.0,24742.74,-9999.99
1,Survey1,55,4,S1_P55_O4,30,51.7631621,14.3368578,76.0,24740.48,-9999.99
1,Survey1,55,4,S1_P55_O4,31,51.7631673,14.3368565,76.0,24741.05,-9999.99
1,Survey1,55,4,S1_P55_O4,32,51.763174,14.3368555,76.0,24731.42,-9999.99
1,Survey1,55,4,S1_P55_O4,33,51.7631808,14.3368546,76.0,24766.93,-9999.99
1,Survey1,55,4,S1_P55_O4,34,51.7631875,14.3368529,76.0,24781.54,-9999.99
1,Survey1,55,4,S1_P55_O4,35,51.7631942,14.3368513,76.0,24672.79,-9999.99
1,Survey1,55,4,S1_P55_O4,36,51.7632002,14.336851,76.0,24767.48,-9999.99
1,Survey1,55,4,S1_P55_O4,37,51.7632062,14.3368508,76.0,24618.69,-9999.99
1,Survey1,55,4,S1_P55_O4,38,51.7632097,14.3368502,76.0,24796.87,-9999.99
1,Survey1,55,4,S1_P55_O4,39,51.7632132,14.3368497,76.0,24794.28,-9999.99
1,Survey1,55,4,S1_P55_O4,40,51.7632154,14.3368488,76.0,24767.19,-9999.99
1,Survey1,55,4,S1_P55_O4,41,51.7632177,14.336848,75.0,24756.28,-9999.99
1,Survey1,55,4,S1_P55_O4,42,51.7632177,14.336848,75.0,24756.28,-9999.99
1,Survey1,55,5,S1_P55_O5,1,51.7632151,14.3368131,74.0,24617.38,-9999.99
1,Survey1,55,5,S1_P55_O5,2,51.7632115,14.3368143,74.0,24653.62,-9999.99
1,Survey1,55,5,S1_P55_O5,3,51.7632079,14.3368156,74.0,24664.32,-9999.99
1,Survey1,55,5,S1_P55_O5,4,51.7632028,14.3368176,74.0,24682.91,-9999.99
1,Survey1,55,5,S1_P55_O5,5,51.7631978,14.3368196,74.0,24655.34,-9999.99
1,Survey1,55,5,S1_P55_O5,6,51.7631928,14.3368209,74.0,24668.14,-9999.99
1,Survey1,55,5,S1_P55_O5,7,51.7631878,14.3368222,74.0,24664.54,-9999.99
1,Survey1,55,5,S1_P55_O5,8,51.7631822,14.3368238,74.0,24661.83,-9999.99
1,Survey1,55,5,S1_P55_O5,9,51.7631766,14.3368254,74.0,24665.42,-9999.99
1,Survey1,55,5,S1_P55_O5,10,51.763171,14.3368265,74.0,24719.08,-9999.99
1,Survey1,55,5,S1_P55_O5,11,51.7631655,14.3368277,74.0,24703.84,-9999.99
1,Survey1,55,5,S1_P55_O5,12,51.7631605,14.3368277,74.0,24629.32,-9999.99
1,Survey1,55,5,S1_P55_O5,13,51.7631556,14.3368278,74.0,24640.1,-9999.99
1,Survey1,55,5,S1_P55_O5,14,51.7631522,14.3368303,74.0,24589.15,-9999.99
1,Survey1,55,5,S1_P55_O5,15,51.7631488,14.3368329,74.0,24697.01,-9999.99
1,Survey1,55,5,S1_P55_O5,16,51.7631439,14.3368349,74.0,24642.8,-9999.99
1,Survey1,55,5,S1_P55_O5,17,51.763139,14.3368369,74.0,24724.9,-9999.99
1,Survey1,55,5,S1_P55_O5,18,51.763133,14.3368378,74.0,24681.12,-9999.99
1,Survey1,55,5,S1_P55_O5,19,51.763127,14.3368388,74.0,24622.34,-9999.99
1,Survey1,55,5,S1_P55_O5,20,51.7631201,14.3368398,74.0,24644.03,-9999.99
1,Survey1,55,5,S1_P55_O5,21,51.7631133,14.3368409,74.0,24656.21,-9999.99
1,Survey1,55,5,S1_P55_O5,22,51.7631075,14.3368424,74.0,24663.13,-9999.99
1,Survey1,55,5,S1_P55_O5,23,51.7631018,14.336844,74.0,24686.33,-9999.99
1,Survey1,55,5,S1_P55_O5,24,51.7630962,14.3368452,74.0,24610.14,-9999.99
1,Survey1,55,5,S1_P55_O5,25,51.7630907,14.3368465,74.0,24670.08,-9999.99
1,Survey1,55,5,S1_P55_O5,26,51.7630845,14.3368486,74.0,24670.17,-9999.99
1,Survey1,55,5,S1_P55_O5,27,51.7630784,14.3368507,74.0,24647.82,-9999.99
1,Survey1,55,5,S1_P55_O5,28,51.7630728,14.3368519,74.0,24649.94,-9999.99
1,Survey1,55,5,S1_P55_O5,29,51.7630673,14.3368531,74.0,24706.96,-9999.99
1,Survey1,55,5,S1_P55_O5,30,51.7630617,14.336854,74.0,24681.65,-9999.99
1,Survey1,55,5,S1_P55_O5,31,51.7630562,14.3368549,74.0,24664.35,-9999.99
1,Survey1,55,5,S1_P55_O5,32,51.7630511,14.3368566,74.0,24642.62,-9999.99
1,Survey1,55,5,S1_P55_O5,33,51.7630461,14.3368583,74.0,24672.42,-9999.99
1,Survey1,55,5,S1_P55_O5,34,51.7630415,14.3368593,74.0,24619.14,-9999.99
1,Survey1,55,5,S1_P55_O5,35,51.7630369,14.3368604,75.0,24681.9,-9999.99
1,Survey1,55,5,S1_P55_O5,36,51.7630346,14.336866,75.0,24582.94,-9999.99
1,Survey1,55,5,S1_P55_O5,37,51.7630323,14.3368716,75.0,24673.58,-9999.99
1,Survey1,55,5,S1_P55_O5,38,51.7630275,14.3368722,75.0,24658.07,-9999.99
1,Survey1,55,5,S1_P55_O5,39,51.7630227,14.3368729,75.0,24663.56,-9999.99
1,Survey1,55,5,S1_P55_O5,40,51.7630188,14.3368736,75.0,24664.0,-9999.99
1,Survey1,55,5,S1_P55_O5,41,51.763015,14.3368744,76.0,24698.64,-9999.99
1,Survey1,55,5,S1_P55_O5,42,51.7630136,14.3368752,76.0,24727.69,-9999.99
1,Survey1,55,5,S1_P55_O5,43,51.7630123,14.3368761,76.0,24636.55,-9999.99
1,Survey1,55,5,S1_P55_O5,44,51.7630119,14.3368771,76.0,24654.14,-9999.99
1,Survey1,55,5,S1_P55_O5,45,51.7630115,14.3368781,75.0,24525.15,-9999.99
1,Survey1,55,5,S1_P55_O5,46,51.7630023,14.3368726,75.0,24656.91,-9999.99
1,Survey1,55,5,S1_P55_O5,47,51.7629932,14.3368672,75.0,24652.11,-9999.99
1,Survey1,55,5,S1_P55_O5,48,51.7629899,14.3368633,75.0,24876.43,-9999.99
1,Survey1,55,5,S1_P55_O5,49,51.7629866,14.3368595,74.0,24534.08,-9999.99
1,Survey1,55,5,S1_P55_O5,50,51.7629866,14.3368595,74.0,24534.08,-9999.99
1,Survey1,56,6,S1_P56_O6,1,51.762994,14.3368595,72.0,24665.97,-9999.99
1,Survey1,56,6,S1_P56_O6,2,51.7629986,14.3368599,72.0,24407.57,-9999.99
1,Survey1,56,6,S1_P56_O6,3,51.7630032,14.3368604,72.0,24680.32,-9999.99
1,Survey1,56,6,S1_P56_O6,4,51.7630088,14.3368597,72.0,24758.35,-9999.99
1,Survey1,56,6,S1_P56_O6,5,51.7630144,14.336859,72.0,24664.11,-9999.99
1,Survey1,56,6,S1_P56_O6,6,51.7630227,14.3368606,72.0,24682.7,-9999.99
1,Survey1,56,6,S1_P56_O6,7,51.7630311,14.3368623,72.0,24713.74,-9999.99
1,Survey1,56,6,S1_P56_O6,8,51.763037,14.3368597,72.0,24684.26,-9999.99
1,Survey1,56,6,S1_P56_O6,9,51.7630429,14.3368571,72.0,24647.27,-9999.99
1,Survey1,56,6,S1_P56_O6,10,51.763049,14.3368555,72.0,24681.4,-9999.99
1,Survey1,56,6,S1_P56_O6,11,51.7630552,14.3368539,72.0,24719.87,-9999.99
1,Survey1,56,6,S1_P56_O6,12,51.7630599,14.3368522,72.0,24696.58,-9999.99
1,Survey1,56,6,S1_P56_O6,13,51.7630647,14.3368505,71.0,24695.44,-9999.99
1,Survey1,56,6,S1_P56_O6,14,51.7630716,14.3368484,71.0,24647.74,-9999.99
1,Survey1,56,6,S1_P56_O6,15,51.7630785,14.3368464,71.0,24761.97,-9999.99
1,Survey1,56,6,S1_P56_O6,16,51.7630861,14.3368445,71.0,24646.55,-9999.99
1,Survey1,56,6,S1_P56_O6,17,51.7630938,14.3368427,72.0,24755.94,-9999.99
1,Survey1,56,6,S1_P56_O6,18,51.7631007,14.3368409,72.0,24695.72,-9999.99
1,Survey1,56,6,S1_P56_O6,19,51.7631077,14.3368391,72.0,24767.22,-9999.99
1,Survey1,56,6,S1_P56_O6,20,51.763116,14.3368374,72.0,24682.22,-9999.99
1,Survey1,56,6,S1_P56_O6,21,51.7631244,14.3368358,72.0,24757.62,-9999.99
1,Survey1,56,6,S1_P56_O6,22,51.7631313,14.3368348,72.0,24721.16,-9999.99
1,Survey1,56,6,S1_P56_O6,23,51.7631382,14.3368338,72.0,24731.77,-9999.99
1,Survey1,56,6,S1_P56_O6,24,51.7631442,14.3368321,72.0,24681.88,-9999.99
1,Survey1,56,6,S1_P56_O6,25,51.7631503,14.3368304,73.0,24774.19,-9999.99
1,Survey1,56,6,S1_P56_O6,26,51.7631564,14.3368289,73.0,24756.02,-9999.99
1,Survey1,56,6,S1_P56_O6,27,51.7631625,14.3368274,73.0,24718.5,-9999.99
1,Survey1,56,6,S1_P56_O6,28,51.7631656,14.3368277,73.0,24745.55,-9999.99
1,Survey1,56,6,S1_P56_O6,29,51.7631688,14.3368281,72.0,24765.68,-9999.99
1,Survey1,56,6,S1_P56_O6,30,51.763174,14.336827,72.0,24694.73,-9999.99
1,Survey1,56,6,S1_P56_O6,31,51.7631793,14.336826,72.0,24651.91,-9999.99
1,Survey1,56,6,S1_P56_O6,32,51.7631853,14.3368247,72.0,24695.01,-9999.99
1,Survey1,56,6,S1_P56_O6,33,51.7631914,14.3368235,72.0,24599.95,-9999.99
1,Survey1,56,6,S1_P56_O6,34,51.7631972,14.3368224,72.0,24665.38,-9999.99
1,Survey1,56,6,S1_P56_O6,35,51.763203,14.3368213,72.0,24646.44,-9999.99
1,Survey1,56,6,S1_P56_O6,36,51.7632076,14.3368206,72.0,24756.7,-9999.99
1,Survey1,56,6,S1_P56_O6,37,51.7632123,14.33682,72.0,24737.06,-9999.99
1,Survey1,56,6,S1_P56_O6,38,51.7632136,14.3368181,72.0,24735.77,-9999.99
1,Survey1,56,6,S1_P56_O6,39,51.763215,14.3368162,72.0,24672.53,-9999.99
1,Survey1,56,6,S1_P56_O6,40,51.763215,14.3368162,72.0,24672.53,-9999.99
1,Survey1,57,7,S1_P57_O7,1,51.7632046,14.3368144,74.0,24677.21,-9999.99
1,Survey1,57,7,S1_P57_O7,2,51.7632008,14.3368156,74.0,24513.76,-9999.99
1,Survey1,57,7,S1_P57_O7,3,51.7631971,14.3368169,74.0,24776.98,-9999.99
1,Survey1,57,7,S1_P57_O7,4,51.7631927,14.3368173,74.0,24633.28,-9999.99
1,Survey1,57,7,S1_P57_O7,5,51.7631884,14.3368178,74.0,24744.47,-9999.99
1,Survey1,57,7,S1_P57_O7,6,51.7631837,14.336819,74.0,24619.9,-9999.99
1,Survey1,57,7,S1_P57_O7,7,51.7631791,14.3368203,74.0,24660.13,-9999.99
1,Survey1,57,7,S1_P57_O7,8,51.7631743,14.3368226,74.0,24678.86,-9999.99
1,Survey1,57,7,S1_P57_O7,9,51.7631696,14.3368249,74.0,24693.5,-9999.99
1,Survey1,57,7,S1_P57_O7,10,51.763165,14.3368258,74.0,24636.38,-9999.99
1,Survey1,57,7,S1_P57_O7,11,51.7631604,14.3368268,74.0,24602.83,-9999.99
1,Survey1,57,7,S1_P57_O7,12,51.7631555,14.3368289,74.0,24686.25,-9999.99
1,Survey1,57,7,S1_P57_O7,13,51.7631507,14.336831,74.0,24696.01,-9999.99
1,Survey1,57,7,S1_P57_O7,14,51.7631472,14.3368315,74.0,24763.55,-9999.99
1,Survey1,57,7,S1_P57_O7,15,51.7631438,14.3368321,74.0,24747.39,-9999.99
1,Survey1,57,7,S1_P57_O7,16,51.7631425,14.3368316,74.0,24786.22,-9999.99
1,Survey1,57,7,S1_P57_O7,17,51.7631413,14.3368311,74.0,24721.47,-9999.99
1,Survey1,57,7,S1_P57_O7,18,51.7631405,14.336832,74.0,24784.8,-9999.99
1,Survey1,57,7,S1_P57_O7,19,51.7631398,14.336833,74.0,24690.31,-9999.99
1,Survey1,57,7,S1_P57_O7,20,51.7631396,14.3368332,74.0,24761.64,-9999.99
1,Survey1,57,7,S1_P57_O7,21,51.7631395,14.3368334,74.0,24756.6,-9999.99
1,Survey1,57,7,S1_P57_O7,22,51.7631388,14.336834,74.0,24726.64,-9999.99
1,Survey1,57,7,S1_P57_O7,23,51.7631382,14.3368346,74.0,24696.19,-9999.99
1,Survey1,57,7,S1_P57_O7,24,51.7631381,14.3368351,74.0,24647.67,-9999.99
1,Survey1,57,7,S1_P57_O7,25,51.7631381,14.3368356,74.0,24680.78,-9999.99
1,Survey1,57,7,S1_P57_O7,26,51.7631387,14.3368359,74.0,24627.88,-9999.99
1,Survey1,57,7,S1_P57_O7,27,51.7631394,14.3368362,74.0,24762.63,-9999.99
1,Survey1,57,7,S1_P57_O7,28,51.7631387,14.3368364,74.0,24601.34,-9999.99
1,Survey1,57,7,S1_P57_O7,29,51.7631381,14.3368367,74.0,24659.39,-9999.99
1,Survey1,57,7,S1_P57_O7,30,51.7631379,14.3368359,74.0,24625.6,-9999.99
1,Survey1,57,7,S1_P57_O7,31,51.7631378,14.3368352,74.0,24722.04,-9999.99
1,Survey1,57,7,S1_P57_O7,32,51.7631376,14.3368351,74.0,24715.86,-9999.99
1,Survey1,57,7,S1_P57_O7,33,51.7631374,14.336835,74.0,24654.82,-9999.99
1,Survey1,57,7,S1_P57_O7,34,51.7631374,14.3368361,74.0,24676.15,-9999.99
1,Survey1,57,7,S1_P57_O7,35,51.7631375,14.3368373,74.0,24639.55,-9999.99
1,Survey1,57,7,S1_P57_O7,36,51.7631376,14.3368367,74.0,24720.36,-9999.99
1,Survey1,57,7,S1_P57_O7,37,51.7631377,14.3368362,74.0,24536.74,-9999.99
1,Survey1,57,7,S1_P57_O7,38,51.7631379,14.3368362,74.0,24682.29,-9999.99
1,Survey1,57,7,S1_P57_O7,39,51.7631381,14.3368362,74.0,24524.49,-9999.99
1,Survey1,57,7,S1_P57_O7,40,51.7631377,14.3368351,74.0,24693.03,-9999.99
1,Survey1,57,7,S1_P57_O7,41,51.7631374,14.3368341,74.0,24630.1,-9999.99
1,Survey1,57,7,S1_P57_O7,42,51.7631372,14.3368349,74.0,24707.44,-9999.99
1,Survey1,57,7,S1_P57_O7,43,51.763137,14.3368357,74.0,24699.77,-9999.99
1,Survey1,57,7,S1_P57_O7,44,51.763137,14.3368361,74.0,24693.08,-9999.99
1,Survey1,57,7,S1_P57_O7,45,51.763137,14.3368365,74.0,24671.82,-9999.99
1,Survey1,57,7,S1_P57_O7,46,51.7631388,14.3368367,74.0,24647.43,-9999.99
1,Survey1,57,7,S1_P57_O7,47,51.7631406,14.3368369,74.0,24745.21,-9999.99
1,Survey1,57,7,S1_P57_O7,48,51.7631443,14.3368364,74.0,24686.56,-9999.99
1,Survey1,57,7,S1_P57_O7,49,51.763148,14.336836,74.0,24556.81,-9999.99
1,Survey1,57,7,S1_P57_O7,50,51.763153,14.3368339,74.0,24683.9,-9999.99
1,Survey1,57,7,S1_P57_O7,51,51.7631581,14.3368318,74.0,24691.42,-9999.99
1,Survey1,57,7,S1_P57_O7,52,51.7631648,14.3368288,74.0,24599.83,-9999.99
1,Survey1,57,7,S1_P57_O7,53,51.7631715,14.3368259,74.0,24679.44,-9999.99
1,Survey1,57,7,S1_P57_O7,54,51.7631771,14.3368238,74.0,24656.38,-9999.99
1,Survey1,57,7,S1_P57_O7,55,51.7631827,14.3368217,74.0,24629.24,-9999.99
1,Survey1,57,7,S1_P57_O7,56,51.7631886,14.3368198,74.0,24672.81,-9999.99
1,Survey1,57,7,S1_P57_O7,57,51.7631945,14.3368179,74.0,24568.13,-9999.99
1,Survey1,57,7,S1_P57_O7,58,51.7631989,14.3368166,74.0,24593.79,-9999.99
1,Survey1,57,7,S1_P57_O7,59,51.7632033,14.3368153,74.0,24680.97,-9999.99
1,Survey1,57,7,S1_P57_O7,60,51.7632055,14.3368167,74.0,24645.68,-9999.99
1,Survey1,57,7,S1_P57_O7,61,51.7632077,14.3368181,74.0,24623.81,-9999.99
1,Survey1,57,7,S1_P57_O7,62,51.7632091,14.3368177,74.0,24781.72,-9999.99
1,Survey1,57,7,S1_P57_O7,63,51.7632106,14.3368174,74.0,24735.04,-9999.99
1,Survey1,57,7,S1_P57_O7,64,51.7632108,14.3368179,74.0,24683.37,-9999.99
1,Survey1,57,7,S1_P57_O7,65,51.7632111,14.3368184,74.0,24653.99,-9999.99
1,Survey1,57,7,S1_P57_O7,66,51.7632107,14.3368189,74.0,24738.71,-9999.99
1,Survey1,57,7,S1_P57_O7,67,51.7632103,14.3368195,73.0,24663.32,-9999.99
1,Survey1,57,7,S1_P57_O7,68,51.7632095,14.33682,73.0,24679.92,-9999.99
1,Survey1,57,7,S1_P57_O7,69,51.7632087,14.3368206,73.0,24635.57,-9999.99
1,Survey1,57,7,S1_P57_O7,70,51.7632084,14.3368205,73.0,24723.48,-9999.99
1,Survey1,57,7,S1_P57_O7,71,51.7632081,14.3368205,73.0,24574.58,-9999.99
1,Survey1,57,7,S1_P57_O7,72,51.7632083,14.3368206,73.0,24598.25,-9999.99
1,Survey1,57,7,S1_P57_O7,73,51.7632085,14.3368207,73.0,24543.73,-9999.99
1,Survey1,57,7,S1_P57_O7,74,51.7632087,14.3368206,73.0,24648.59,-9999.99
1,Survey1,57,7,S1_P57_O7,75,51.7632089,14.3368206,72.0,24588.16,-9999.99
1,Survey1,57,7,S1_P57_O7,76,51.763209,14.3368205,72.0,24762.13,-9999.99
1,Survey1,57,7,S1_P57_O7,77,51.7632092,14.3368204,72.0,24785.46,-9999.99
1,Survey1,57,7,S1_P57_O7,78,51.7632094,14.3368207,72.0,24751.17,-9999.99
1,Survey1,57,7,S1_P57_O7,79,51.7632096,14.336821,72.0,24747.5,-9999.99
1,Survey1,57,7,S1_P57_O7,80,51.7632098,14.3368209,72.0,24749.59,-9999.99
1,Survey1,57,7,S1_P57_O7,81,51.7632101,14.3368208,72.0,24749.51,-9999.99
1,Survey1,57,7,S1_P57_O7,82,51.7632103,14.3368207,72.0,24746.99,-9999.99
1,Survey1,57,7,S1_P57_O7,83,51.7632105,14.3368206,72.0,24723.55,-9999.99
1,Survey1,57,7,S1_P57_O7,84,51.7632108,14.3368206,72.0,24728.05,-9999.99
1,Survey1,57,7,S1_P57_O7,85,51.7632111,14.3368206,72.0,24535.55,-9999.99
1,Survey1,57,7,S1_P57_O7,86,51.7632113,14.3368205,72.0,24645.46,-9999.99
1,Survey1,57,7,S1_P57_O7,87,51.7632115,14.3368205,72.0,24735.39,-9999.99
1,Survey1,57,7,S1_P57_O7,88,51.7632116,14.3368204,72.0,24664.54,-9999.99
1,Survey1,57,7,S1_P57_O7,89,51.7632118,14.3368204,72.0,24677.64,-9999.99
1,Survey1,57,7,S1_P57_O7,90,51.7632118,14.3368204,72.0,24677.64,-9999.99
1,Survey1,57,7,S1_P57_O7,91,51.7632072,14.336793,74.0,24715.54,-9999.99
1,Survey1,57,7,S1_P57_O7,92,51.7632027,14.3367941,74.0,24761.4,-9999.99
1,Survey1,57,7,S1_P57_O7,93,51.7631983,14.3367952,74.0,24590.82,-9999.99
1,Survey1,57,7,S1_P57_O7,94,51.7631926,14.3367966,74.0,24598.17,-9999.99
1,Survey1,57,7,S1_P57_O7,95,51.7631869,14.3367981,74.0,24605.17,-9999.99
1,Survey1,57,7,S1_P57_O7,96,51.7631809,14.3367992,74.0,24829.25,-9999.99
1,Survey1,57,7,S1_P57_O7,97,51.7631749,14.3368003,74.0,24636.57,-9999.99
1,Survey1,57,7,S1_P57_O7,98,51.763169,14.336802,74.0,24721.63,-9999.99
1,Survey1,57,7,S1_P57_O7,99,51.7631631,14.3368037,74.0,24763.45,-9999.99
1,Survey1,57,7,S1_P57_O7,100,51.7631571,14.3368059,74.0,24670.32,-9999.99
1,Survey1,57,7,S1_P57_O7,101,51.7631511,14.3368082,74.0,24606.48,-9999.99
1,Survey1,57,7,S1_P57_O7,102,51.7631453,14.3368094,74.0,24715.0,-9999.99
1,Survey1,57,7,S1_P57_O7,103,51.7631396,14.3368107,74.0,24756.89,-9999.99
1,Survey1,57,7,S1_P57_O7,104,51.7631347,14.3368121,74.0,24682.78,-9999.99
1,Survey1,57,7,S1_P57_O7,105,51.7631299,14.3368135,74.0,24721.34,-9999.99
1,Survey1,57,7,S1_P57_O7,106,51.7631241,14.3368156,74.0,24756.5,-9999.99
1,Survey1,57,7,S1_P57_O7,107,51.7631183,14.3368178,74.0,24700.87,-9999.99
1,Survey1,57,7,S1_P57_O7,108,51.7631116,14.3368195,74.0,24682.29,-9999.99
1,Survey1,57,7,S1_P57_O7,109,51.763105,14.3368212,74.0,24686.27,-9999.99
1,Survey1,57,7,S1_P57_O7,110,51.7630991,14.3368232,74.0,24686.0,-9999.99
1,Survey1,57,7,S1_P57_O7,111,51.7630932,14.3368252,74.0,24750.36,-9999.99
1,Survey1,57,7,S1_P57_O7,112,51.763087,14.3368266,74.0,24744.13,-9999.99
1,Survey1,57,7,S1_P57_O7,113,51.7630809,14.336828,74.0,24681.85,-9999.99
1,Survey1,57,7,S1_P57_O7,114,51.7630748,14.33683,74.0,24619.93,-9999.99
1,Survey1,57,7,S1_P57_O7,115,51.7630688,14.336832,74.0,24732.83,-9999.99
1,Survey1,57,7,S1_P57_O7,116,51.7630628,14.3368338,74.0,24601.24,-9999.99
1,Survey1,57,7,S1_P57_O7,117,51.7630569,14.3368357,74.0,24629.16,-9999.99
1,Survey1,57,7,S1_P57_O7,118,51.7630518,14.3368372,74.0,24621.1,-9999.99
1,Survey1,57,7,S1_P57_O7,119,51.7630468,14.3368387,74.0,24646.33,-9999.99
1,Survey1,57,7,S1_P57_O7,120,51.7630427,14.3368411,74.0,24510.81,-9999.99
1,Survey1,57,7,S1_P57_O7,121,51.7630386,14.3368435,74.0,24358.14,-9999.99
1,Survey1,57,7,S1_P57_O7,122,51.7630328,14.3368455,74.0,24427.74,-9999.99
1,Survey1,57,7,S1_P57_O7,123,51.7630271,14.3368476,74.0,24380.96,-9999.99
1,Survey1,57,7,S1_P57_O7,124,51.7630218,14.3368497,74.0,24130.42,-9999.99
1,Survey1,57,7,S1_P57_O7,125,51.7630165,14.3368518,74.0,24768.38,-9999.99
1,Survey1,57,7,S1_P57_O7,126,51.7630119,14.3368535,74.0,24311.62,-9999.99
1,Survey1,57,7,S1_P57_O7,127,51.7630074,14.3368552,74.0,24606.48,-9999.99
1,Survey1,57,7,S1_P57_O7,128,51.7630044,14.3368574,74.0,24733.45,-9999.99
1,Survey1,57,7,S1_P57_O7,129,51.7630014,14.3368597,74.0,24770.31,-9999.99
1,Survey1,57,7,S1_P57_O7,130,51.7629984,14.3368593,74.0,24610.46,-9999.99
1,Survey1,57,7,S1_P57_O7,131,51.7629954,14.336859,74.0,24472.3,-9999.99
1,Survey1,57,7,S1_P57_O7,132,51.7629933,14.3368586,74.0,24678.02,-9999.99
1,Survey1,57,7,S1_P57_O7,133,51.7629913,14.3368582,73.0,24786.4,-9999.99
1,Survey1,57,7,S1_P57_O7,134,51.762988,14.3368522,73.0,24747.46,-9999.99
1,Survey1,57,7,S1_P57_O7,135,51.7629847,14.3368462,73.0,24658.0,-9999.99
1,Survey1,57,7,S1_P57_O7,136,51.7629859,14.3368492,73.0,24659.46,-9999.99
1,Survey1,57,7,S1_P57_O7,137,51.7629872,14.3368522,73.0,24643.37,-9999.99
1,Survey1,57,7,S1_P57_O7,138,51.7629875,14.3368521,73.0,24705.27,-9999.99
1,Survey1,57,7,S1_P57_O7,139,51.7629879,14.336852,72.0,24722.84,-9999.99
1,Survey1,57,7,S1_P57_O7,140,51.7629869,14.3368514,72.0,24643.75,-9999.99
1,Survey1,57,7,S1_P57_O7,141,51.762986,14.3368508,72.0,24706.64,-9999.99
1,Survey1,57,7,S1_P57_O7,142,51.7629835,14.3368519,72.0,24713.93,-9999.99
1,Survey1,57,7,S1_P57_O7,143,51.7629811,14.3368531,72.0,24729.84,-9999.99
1,Survey1,57,7,S1_P57_O7,144,51.7629818,14.3368542,72.0,24691.12,-9999.99
1,Survey1,57,7,S1_P57_O7,145,51.7629826,14.3368553,72.0,24868.77,-9999.99
1,Survey1,57,7,S1_P57_O7,146,51.7629826,14.3368553,72.0,24868.77,-9999.99
1,Survey1,58,8,S1_P58_O8,1,51.7629998,14.3368692,77.0,24686.65,-9999.99
1,Survey1,58,8,S1_P58_O8,2,51.7630033,14.3368688,77.0,24744.55,-9999.99
1,Survey1,58,8,S1_P58_O8,3,51.7630069,14.3368684,78.0,24819.83,-9999.99
1,Survey1,58,8,S1_P58_O8,4,51.7630115,14.3368659,78.0,24789.61,-9999.99
1,Survey1,58,8,S1_P58_O8,5,51.7630162,14.3368635,77.0,24809.52,-9999.99
1,Survey1,58,8,S1_P58_O8,6,51.7630225,14.3368628,77.0,24773.72,-9999.99
1,Survey1,58,8,S1_P58_O8,7,51.7630289,14.3368621,77.0,24727.95,-9999.99
1,Survey1,58,8,S1_P58_O8,8,51.7630342,14.3368603,77.0,24774.69,-9999.99
1,Survey1,58,8,S1_P58_O8,9,51.7630396,14.3368586,77.0,24724.11,-9999.99
1,Survey1,58,8,S1_P58_O8,10,51.7630474,14.336859,77.0,24796.12,-9999.99
1,Survey1,58,8,S1_P58_O8,11,51.7630552,14.3368594,77.0,24756.62,-9999.99
1,Survey1,58,8,S1_P58_O8,12,51.7630595,14.3368546,77.0,24769.4,-9999.99
1,Survey1,58,8,S1_P58_O8,13,51.7630638,14.3368498,77.0,24721.26,-9999.99
1,Survey1,58,8,S1_P58_O8,14,51.7630698,14.3368474,77.0,24720.34,-9999.99
1,Survey1,58,8,S1_P58_O8,15,51.7630758,14.3368451,77.0,24750.33,-9999.99
1,Survey1,58,8,S1_P58_O8,16,51.7630819,14.3368429,77.0,24727.85,-9999.99
1,Survey1,58,8,S1_P58_O8,17,51.763088,14.3368407,77.0,24806.34,-9999.99
1,Survey1,58,8,S1_P58_O8,18,51.7630937,14.3368389,77.0,24795.52,-9999.99
1,Survey1,58,8,S1_P58_O8,19,51.7630994,14.3368372,77.0,24712.35,-9999.99
1,Survey1,58,8,S1_P58_O8,20,51.763105,14.336835,77.0,24747.1,-9999.99
1,Survey1,58,8,S1_P58_O8,21,51.7631106,14.3368329,77.0,24759.77,-9999.99
1,Survey1,58,8,S1_P58_O8,22,51.7631166,14.336831,77.0,24793.14,-9999.99
1,Survey1,58,8,S1_P58_O8,23,51.7631226,14.3368291,77.0,24755.39,-9999.99
1,Survey1,58,8,S1_P58_O8,24,51.7631285,14.3368268,77.0,24755.6,-9999.99
1,Survey1,58,8,S1_P58_O8,25,51.7631345,14.3368245,77.0,24729.48,-9999.99
1,Survey1,58,8,S1_P58_O8,26,51.76314,14.336823,77.0,24748.25,-9999.99
1,Survey1,58,8,S1_P58_O8,27,51.7631456,14.3368215,77.0,24781.01,-9999.99
1,Survey1,58,8,S1_P58_O8,28,51.7631504,14.3368197,77.0,24786.27,-9999.99
1,Survey1,58,8,S1_P58_O8,29,51.7631552,14.3368179,76.0,24776.54,-9999.99
1,Survey1,58,8,S1_P58_O8,30,51.763161,14.3368162,76.0,24757.99,-9999.99
1,Survey1,58,8,S1_P58_O8,31,51.7631668,14.3368146,77.0,24716.77,-9999.99
